,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify,lat,longi
301,Saurabh Residency,900,2,1,2021-03-15, Hinjewadi Phase 1,18.5883055,73.73746969999999
302,Seema Garden,572,1,1,2021-03-15, Ramkrishna Paramhans Nagar,18.5114655,73.8029399
303,Sukhwani Coloronic,1061,2,2,2021-03-15, Ravet,47.66703210000001,-117.4014343
304,New Construction,301,1,1,2021-03-15," Mahadevnagar, Manjari Road, Hadapsar (Near a Allahabad Bank)",18.505919,73.9544459
305,Grand Vantilla,650,1,1,2021-03-15, Wagholi,18.5807719,73.9787063
306,Vrindavan,1150,3,2,2021-03-15, Dadachi vasti,18.5925266,73.939656
307,Magarpatta Grevillea,870,2,2,2021-03-15, Magarpatta,18.5158057,73.9271644
308,Chet,1200,2,1,2021-03-15, Sasane Nagar,18.4919553,73.9345125
309,Jagtap Patil Sai Laurel Park,1114,2,2,2021-03-15, Pimple Gurav,18.5865962,73.8134424
310,Gravity Austin Plaza,752,2,2,2021-03-15, Kaspate Vasti,18.5901745,73.7727908
311,Anant Nagar Chs,500,1,1,2021-03-15, Dhankawadi,18.4654546,73.85468209999999
312,Ahura Shahinshah,550,1,1,2021-03-15, Koregaon Park,18.5362084,73.8939748
313,Lake View City,750,1,1,2021-03-15, Lohegaon,18.5944704,73.9275889
314,Aarav Ambience,900,2,2,2021-03-15, Kharadi,18.5538241,73.9476689
315,Maharashtra Housing Board,520,1,1,2021-03-15, Shastri Nagar,28.6746196,77.18017569999999
316,Shinde Pratik Plaza,574,1,1,2021-03-15, Narhe,18.4464732,73.826375
317,Xrbia City,260,1,1,2021-03-15, Hinjewadi,18.5912716,73.73890899999999
318,Ganraj Shreemant Ganray Krupa,1175,2,2,2021-03-15, Balewadi,18.5788913,73.7706807
319,Pristine Greens,671,2,2,2021-03-15, Moshi,25.8418033,-80.1845974
320,Lushlife Ovo,2585,3,3,2021-03-15, Undri,18.4566651,73.9095279
321,Silvana County,750,2,2,2021-03-15, Chovisawadi,18.6615345,73.8801301
322,Shree Maha Ganesh Nagri,735,2,2,2021-03-15, Keshav Nagar,18.5323976,73.94406459999999
323,Paranjape Richmond Park,635,2,2,2021-03-15, Rahatani,18.6047038,73.78712949999999
324,Kale colony no.8,650,1,1,2021-03-15, Kale borate nagar,18.487232,73.9381865
325,"Morya Society,sudharshan  Nagar",700,1,1,2021-03-15, Koyana Nagar,17.3918902,73.7404306
326,"Gurukrupa\',Morya Hou.society,Lane No.5",1000,1,1,2021-03-15," Koyna Nagar,Chikhali",18.6676585,73.7981605
327,Kohinoor S3 Lifestyle,1200,3,3,2021-03-15, Pimple Saudagar,18.5986763,73.79783479999999
328,Kalpataru Harmony,882,2,2,2021-03-15, Kaspate Vasti,18.5901745,73.7727908
329,Niyoshi Park 4,560,1,1,2021-03-15, Aundh,18.5601649,73.8031335
330,Konark Yashoda Angan,999,2,2,2021-03-15, Thergaon,18.6142654,73.77507460000001
331,sancheti mount castle,996,2,2,2021-03-14, Wagholi,18.5807719,73.9787063
332,Saumya Heights,501,1,1,2021-03-14, Phursungi,18.4726725,73.9784573
333,P S Terrace,1200,2,1,2021-03-14, Hadapsar,18.508934,73.92591019999999
334,LIG Colony,370,1,1,2021-03-14, Sector-25 Pradhikaran,18.6595662,73.76764299999999
335,Sathe Shivam,900,1,1,2021-03-14, Bhusari Colony,18.5082124,73.7904396
336,Ronak Residency,850,1,1,2021-03-14," Dawa Bazaar, Chinchwad Railway Station",18.6384514,73.7936476
337,Pratik Nagar Society,600,1,1,2021-03-14, Hadapsar,18.508934,73.92591019999999
338,Shrived Splended,1050,2,2,2021-03-14, Borade Wadi,18.6651165,73.8470523
339,SBM West Wind Park,1040,2,2,2021-03-14, Hinjewadi,18.5912716,73.73890899999999
340,Siddhivinayak Ginger,1000,2,2,2021-03-14, Pimple Saudagar,18.5986763,73.79783479999999
341,Midas Apartments,450,1,1,2021-03-14, Pimple Nilakh,18.5790232,73.7859912
342,Janak Apartment,455,1,1,2021-03-14, Chakan,18.7632075,73.8613203
343,Celestial City,1043,2,2,2021-03-14, Ravet,47.66703210000001,-117.4014343
344,K K Meadows,700,1,2,2021-03-14, Chovisawadi,18.6615345,73.8801301
345,Windsor Maple Woodz,798,2,2,2021-03-14, Wagholi,18.5807719,73.9787063
346,Radhika Housing Society,950,2,2,2021-03-14, Rajaram Bridge,18.488461,73.8278457
347,Sharmin Apartment,850,2,2,2021-03-14, Baner,18.5590032,73.7867629
348,Creative Lifestyle,860,2,2,2021-03-14, Jawalkar Nagar,18.5996773,73.8149633
349,Lotus Nandanvan,364,1,1,2021-03-14, Moshi,25.8418033,-80.1845974
350,Alliance Nisarg Leela,870,2,2,2021-03-14, Shankar Kalat Nagar,18.5993483,73.762495
351,Shreenivas sankul,1000,2,2,2021-03-14, Madhala Vada,18.4549545,73.8856425
352,Jai Ganesh Apartment,950,2,2,2021-03-14, Pimpri,18.6297811,73.7997094
353,Ridhi Sidhi,650,1,1,2021-03-14, Narhe,18.4464732,73.826375
354,Deokar Residency,1100,2,2,2021-03-14, Wadgaon Sheri,18.5512771,73.92098940000001
355,Kumar Palmcrest,990,2,2,2021-03-14, Pisoli,18.4491966,73.9077818
356,Bramha Majestic,2000,2,2,2021-03-14, Kondhwa,18.4695088,73.8889779
357,Yash Square,650,1,1,2021-03-14, Sangam Nagar,22.7366122,75.83378549999999
358,Kohinoor Abhimaan Homes,562,1,1,2021-03-14, Shirgaon,18.0979255,73.62933699999999
359,Silverland Residency Phase 3,852,2,2,2021-03-14, Ravet,47.66703210000001,-117.4014343
360,Rama Swiss County,904,2,2,2021-03-14, Wakad,18.6010921,73.7641245
361,"Hillview Redidency, Khandoba Mal Road, Lohegaon",680,2,2,2021-03-14, Lohegaon,18.5944704,73.9275889
362,Soham Oliva,1450,3,3,2021-03-14, Balewadi,18.5788913,73.7706807
363,Manjri Green,1650,3,3,2021-03-14, Manjari Budruk,18.521266,73.98257339999999
364,Panama Silver Stone,757,2,2,2021-03-14, Handewadi,18.4542527,73.9315733
365,"Hillview Residency, Khandoba Mal",575,1,1,2021-03-14, Lohegaon,18.5944704,73.9275889
366,Samrat Swastik Society,1800,1,1,2021-03-14, Magarpatta,18.5158057,73.9271644
367,Yogeshwar society,650,1,1,2021-03-14, Kalyani Nagar Annexe,18.5461234,73.9146923
368,Nandinee,500,1,2,2021-03-14, Nandini Takle Nagar,18.4995616,73.9622409
369,Paranjape Blue Ridge,502,1,1,2021-03-14, Hinjewadi,18.5912716,73.73890899999999
370,Vijaydeep Deccan Gold,1276,2,2,2021-03-14, Tulaja Bhawani Nagar,18.5623787,73.94920789999999
371,Indraprastha Society Phase 1,750,1,1,2021-03-14, Hadapsar,18.508934,73.92591019999999
372,Darode Shreeniwas Greenland County,790,2,1,2021-03-14, Narhe,18.4464732,73.826375
373,Dynasty Kaspatewasti Wakad,1000,1,2,2021-03-14, Kaspate Wasti,18.5901745,73.7727908
374,Ganesh Aparment,550,1,1,2021-03-14, Bhosale Nagar,18.5442047,73.8356575
375,on request,725,1,1,2021-03-14, Pathare Wasti,18.6035421,73.9337777
376,Ujwal Terraces,765,2,2,2021-03-14, Abasaheb Raikar Nagar,18.4526817,73.81396889999999
377,Riverdale Heights,1107,3,2,2021-03-14, Kharadi,18.5538241,73.9476689
378,Palladium Grand K,423,1,1,2021-03-14, Madhav Nagar,21.1230533,79.0553249
379,Bhandari Greenfield Society,906,2,2,2021-03-14, Magarpatta,18.5158057,73.9271644
380,Siddhi Sankul,678,2,2,2021-03-14, MIDC,42.7341168,-84.56075009999999
381,Siddharth Nagar Phase 3,800,2,2,2021-03-14, Aundh,18.5601649,73.8031335
382,Aditya Heights,802,1,1,2021-03-14, Purnanagar,18.6600475,73.81396889999999
383,Kesar Aaradhyam,415,1,1,2021-03-14, Moshi,25.8418033,-80.1845974
384,Kohinoor Tinsel Town,1003,2,2,2021-03-14, Hinjewadi Phase 2,18.596167,73.7153778
385,trimbakeshwar society,750,2,2,2021-03-14, Abasaheb Raikar Nagar,18.4526817,73.81396889999999
386,Sancheti Belcastel,648,2,2,2021-03-14, Keshav Nagar,18.5323976,73.94406459999999
387,Nirmala Devi Heights,531,1,1,2021-03-14, Rahatani,18.6047038,73.78712949999999
388,Dalecon Elite Abodeh,10010,2,2,2021-03-14, Lohegaon,18.5944704,73.9275889
389,Nirmala Devi Heights,520,1,1,2021-03-14, Rahatani,18.6047038,73.78712949999999
390,Vishal Amrit,1100,3,2,2021-03-14, Tingre Nagar,18.575865,73.8930827
391,Saraswati Apartment,450,1,1,2021-03-14, Guruvar Peth,18.5063909,73.8602841
392,Lelaai Nest,667,1,1,2021-03-14, Bhairav Nagar,18.5835942,73.88674499999999
393,Magarpatta Heliconia,600,1,2,2021-03-14, Magarpatta,18.5158057,73.9271644
394,Shivalay apartament ramnagar,900,2,2,2021-03-14, Balewadi,18.5788913,73.7706807
395,Parth,820,2,2,2021-03-14, Balewadi,18.5788913,73.7706807
396,BA Vermont,913,2,2,2021-03-14, Wagholi,18.5807719,73.9787063
397,Whispering Wind,1100,2,2,2021-03-14, Baner Pashan Link Road,18.5491105,73.7912815
398,Nisarg Renuka Akruti,800,2,2,2021-03-14, Shankar Kalat Nagar,18.5993483,73.762495
399,Prayeja City,650,1,1,2021-03-14, Nandel Fata,18.4647402,73.8036752
400,Karan Ceto,850,2,3,2021-03-14, Vadgaon Sheri,18.5512771,73.92098940000001
401,Amanora Trendy Homes,1070,3,2,2021-03-14, Hadapsar,18.508934,73.92591019999999
402,Aditya Shagun Nisarg Palm,1405,3,3,2021-03-14, Bavdhan,18.513463,73.76985789999999
403,Ganesh Prakalp,550,1,1,2021-03-14, Shivtirth Nagar,18.4666292,73.7852467
404,Majestique Magnum,873,2,2,2021-03-14, Pisoli,18.4491966,73.9077818
405,Tapodham Society,800,1,1,2021-03-14, Warje,18.4864727,73.79683399999999
406,Melange Residence,1225,3,3,2021-03-14, Phase-3 Hinjewadi,18.5868397,73.68599499999999
407,manomay villa,1200,2,1,2021-03-14, Thergaon,18.6142654,73.77507460000001
408,Bholeshwar colony,450,1,1,2021-03-14, Chinchwade nagar Chinchwad Gaon,18.6340307,73.7732511
409,Chidanand Heights,830,2,2,2021-03-14, Narhe,18.4464732,73.826375
410,Siddhivihar,630,1,1,2021-03-14, Gadital,18.5009698,73.9429625
411,Manmay villa,2400,1,1,2021-03-14, Thergaon,18.6142654,73.77507460000001
412,Xrbia Hinjewadi,587,2,2,2021-03-14, Hinjewadi,18.5912716,73.73890899999999
413,Venkatesh Graffiti,399,1,1,2021-03-14, Keshav Nagar,18.5323976,73.94406459999999
414,SOBA MANSION,750,2,1,2021-03-14, Erandwana Gaothan,18.507092,73.83528989999999
415,Mirchandani Palms,1650,3,3,2021-03-14, Pimple Saudagar,18.5986763,73.79783479999999
416,Yashganga Residency,560,1,1,2021-03-14, Wadgaon Budruk,18.4659813,73.8246309
417,Kashikapdi Puram,530,1,1,2021-03-14, Kothrud,18.5073514,73.8076543
418,Lake shire,600,1,1,2021-03-14, Jambhulwadi,18.4268492,73.8397009
419,Marigold Co Hsg Soc,575,1,1,2021-03-14, Hingne Budrukh,18.4903696,73.8169099
420,Sunshine Hills 2,473,2,2,2021-03-14, Pisoli,18.4491966,73.9077818
421,Gagan Vihar,965,2,2,2021-03-14, Market yard,18.4876541,73.86836970000002
422,DNV Elite Homes,900,2,2,2021-03-14, Tathawade,18.627597,73.74549
423,Manjri Green Woods,1200,3,2,2021-03-14, Manjri,18.5234503,73.9853801
424,Lotus Grace,925,2,2,2021-03-14, Dhanori,18.5967587,73.896851
425,Kumar park insinia,925,2,2,2021-03-14, Bhekrai Nagar,18.4819581,73.9521468
426,Goel Ganga Queens Gate,1068,2,2,2021-03-14, B.T Kawade Road,18.5177246,73.90670519999999
427,Clover Acropolis,1530,3,3,2021-03-14, Viman Nagar,18.5679146,73.91434319999999
428,Sriram Darshan Co.Op Hsg Soc.,680,2,2,2021-03-14, Morevasti,18.6760384,73.7992634
429,Goel Ganga Aashiyana,950,2,2,2021-03-14, Chinchwad,18.6297811,73.7997094
430,Gera North Apartment,1587,3,3,2021-03-14, Kharadi,18.5538241,73.9476689
431,Krishna Vrundavan,850,2,2,2021-03-14, Vatan Nagar,18.7318662,73.6815807
432,Kothari Star Gaze,910,2,2,2021-03-14, Madhav Nagar,21.1230533,79.0553249
433,Srushti Plaza,540,1,1,2021-03-14, Parande Nagar,18.5970728,73.8926247
434,TCG The Cliff Garden,800,2,2,2021-03-14, Phase-3 Hinjewadi,18.5868397,73.68599499999999
435,S V Constructions,500,1,1,2021-03-14, Loni Kalbhor,18.4878505,74.0234138
436,Popular Giridhar Nagar,3500,3,2,2021-03-14, Giridhar Nagar,18.4815302,73.79698139999999
437,Ganga Village,620,1,1,2021-03-14, Hadapsar,18.508934,73.92591019999999
438,Govind Urja,775,2,2,2021-03-14, Somwar Peth,18.5214325,73.86763470000001
439,True Value Car Showroom,1000,2,2,2021-03-14, Siddharth Nagar,27.2715633,82.82097399999999
440,Dwaraka Flora phase 1,700,2,2,2021-03-14, Shiv Sai Lane,18.5988982,73.7956921
441,Niljyoti Society,950,2,1,2021-03-14, Gokhale Nagar,18.5291524,73.82708550000001
442,Pride World City,1020,2,2,2021-03-14, Dhanori,18.5967587,73.896851
443,Yashraj Avenue,579,1,1,2021-03-14, Bhekrai Nagar,18.4819581,73.9521468
444,Pandurang Shinde,500,1,1,2021-03-14, Bopkhel,18.5942122,73.8464911
445,"Keahav Nagar, Mundhwa",550,1,1,2021-03-14, Keshav Nagar,18.5323976,73.94406459999999
446,Anshul Shree Hans Garden,801,2,2,2021-03-13, Madhav Nagar,21.1230533,79.0553249
447,Amanora Park Town,1256,3,3,2021-03-13, Hadapsar,18.508934,73.92591019999999
448,"Sai Nagari, Keshav Nagar, Mundhwa",530,1,1,2021-03-13," Keshav Nagar, Mundhwa",18.5323976,73.94406459999999
449,Swapnalok Apartment,800,2,2,2021-03-13, Wakad,18.6010921,73.7641245
450,Vascon Xotech,900,2,2,2021-03-13, Hinjewadi Phase 1,18.5883055,73.73746969999999
451,TCG The Cliff Garden,454,1,1,2021-03-13, Phase-3 Hinjewadi,18.5868397,73.68599499999999
452,Unique Lifestyle,962,2,2,2021-03-13, Wagholi,18.5807719,73.9787063
453,Oneness Residency,370,1,1,2021-03-13, Manajinagar Narhe,18.4527949,73.82387750000001
454,Pioneer Golden Bells,940,2,2,2021-03-13," Ganesh Nagar , Bopkhel",18.5901829,73.8632243
455,Monika Garden View,850,2,2,2021-03-13, Pimpri,18.6297811,73.7997094
456,Shivneri Society,700,1,1,2021-03-13, Dighi,18.6148698,73.8729867
457,Casa Imperia,999,2,2,2021-03-13, Bhujbal Vasti,18.590846,73.75587589999999
458,Geras Adara,450,1,1,2021-03-13, Hinjewadi,18.5912716,73.73890899999999
459,Tulsi Arcade,900,2,2,2021-03-13, Chikhali,18.6824723,73.8196095
460,Aayush Park,551,1,1,2021-03-13, Varale,18.7842222,73.80073399999999
461,Amanora Future Towers,788,1,1,2021-03-13, Hadapsar,18.508934,73.92591019999999
462,Rashmiraj apartment,1300,2,2,2021-03-13, Shivaji Nagar,12.9856503,77.60569269999999
463,Navjeevan Sundarban,900,2,2,2021-03-13, Bhumkar Nagar,18.6022427,73.7463147
464,Shree Mangal Pearl,1050,2,2,2021-03-13, Thite Nagar,18.5443244,73.9403908
465,38 B Majestique,680,1,1,2021-03-13, Mohamadwadi,18.4751462,73.9163246
466,Gagan Utopia,1107,2,2,2021-03-13, Keshav Nagar,18.5323976,73.94406459999999
467,Ashirwad Building,900,2,2,2021-03-13, Bharati Vidyapeeth,18.5118048,73.8431451
468,Nirmiti Primrose,488,1,1,2021-03-13, Baner,18.5590032,73.7867629
469,Tirupati Angan,465,1,1,2021-03-13, Bhairav Nagar,18.5835942,73.88674499999999
470,NSG Royal One,850,2,2,2021-03-13, Pimple Nilakh,18.5790232,73.7859912
471,"Thergaon, Ganesh Nagar",625,1,1,2021-03-13, Dange Chowk,18.604276,73.75100069999999
472,SKYi Manas Lake,880,2,2,2021-03-13, Bhukum,18.4942984,73.7220419
473,Prasiddhi Shruti Pushp,845,2,2,2021-03-13, Kiwale,18.661162,73.728662
474,Tanishq Society,910,2,2,2021-03-13, Kharadi,18.5538241,73.9476689
475,Xrbia Hinjewadi,904,3,2,2021-03-13, Hinjewadi,18.5912716,73.73890899999999
476,Brahma Baug,950,2,2,2021-03-13, Croma,43.647135,-79.403534
477,Yashshree Apartment,650,1,1,2021-03-13, Vishrantwadi,18.5726054,73.8782079
478,Wageshwar Society,700,1,1,2021-03-13, Wageshwar Nagar,18.5813621,73.98116639999999
479,Bhama Golden Nest,630,1,1,2021-03-13, Handewadi,18.4542527,73.9315733
480,Wadhwani Sai Shree,1035,2,2,2021-03-13, Pimple Saudagar,18.5986763,73.79783479999999
481,Sai Puja Baugh,980,2,2,2021-03-13, Akurdi,18.6504839,73.7785786
482,Avon Apartment,1100,2,2,2021-03-13," Pancard club Road, Baner",18.5589835,73.77820229999999
483,Amanora,1070,2,2,2021-03-13, Magarpatta,18.5158057,73.9271644
484,Sai Balaji Heights,600,1,2,2021-03-13, Hinjewadi Phase 1,18.5883055,73.73746969999999
485,"Ganraj appartment,mula nagar,old sangvi",850,1,1,2021-03-13, Mula nagar,11.0179862,76.9174893
486,Kumar Pebble Park,1050,2,2,2021-03-13, Satar Nagar,18.4749252,73.9374517
487,Arihant Complex,750,1,1,2021-03-13, Vadgaon Sheri,18.5512771,73.92098940000001
488,GK Palacio,623,1,1,2021-03-13, Moshi,25.8418033,-80.1845974
489,Venkateshwara The Ridges,7500,4,5,2021-03-13, Bhugaon,18.5011162,73.7507669
490,Satyaraj Classic,550,1,1,2021-03-13, Shukravar Peth,18.5083204,73.8567002
491,Venkatesh Residency,900,2,2,2021-03-13, Pashan-Sus Road,18.5454058,73.7777808
492,Rohan Abhilasha,900,2,2,2021-03-13, Wagholi,18.5807719,73.9787063
493,Kasturba Housing Society,560,1,1,2021-03-13, Vishrantwadi,18.5726054,73.8782079
494,Horizons At Wakad Phase 2,1026,2,2,2021-03-13, Shankar Kalat Nagar,18.5993483,73.762495
495,DURWANKUR HEIGHTS,787,2,1,2021-03-13, Ambegaon Pathar,18.4587777,73.8426415
496,"Upasana Bhavan, Dange Chowk",600,1,1,2021-03-13, Thergaon,18.6142654,73.77507460000001
497,Puraniks Aldea,1018,3,3,2021-03-13, Baner,18.5590032,73.7867629
498,Saarrthi Sinclair Homes,833,2,1,2021-03-13, Warje Malwadi,18.4755101,73.8034283
499,Sector no. 28,600,1,1,2021-03-13, Sector No-28 Pradhikaran,18.647123,73.77352619999999
500,Ganaraj Colony No. 2,650,1,1,2021-03-13, Bhosari,18.6320627,73.84679779999999
501,Star Residency,520,1,1,2021-03-13," Anand Nagar , Keshavnagar, Mundhwa, Pune 411036",18.5258496,73.94177859999999
502,Shinde Plaza,594,1,1,2021-03-13, Ambegaon,19.1132337,73.7326775
503,Winterberry Purple,1544,3,3,2021-03-13, Koregaon Park,18.5362084,73.8939748
504,Madhuban Society,1000,2,2,2021-03-13, Vishrantwadi,18.5726054,73.8782079
505,Ragvendranagar Soc,750,1,1,2021-03-13, Chandan Nagar,22.867114,88.3674381
506,Laxmideep Society,965,2,2,2021-03-13, Wakad,18.6010921,73.7641245
507,Om Golden Palms,630,1,1,2021-03-13, Wakad,18.6010921,73.7641245
508,Giriraj Heights,980,1,1,2021-03-13, Dighi,18.6148698,73.8729867
509,Unicorn Nisarg Belrose,459,2,2,2021-03-13, Wakad,18.6010921,73.7641245
510,Indraprasth Society,516,1,1,2021-03-13, Dhanori,18.5967587,73.896851
511,Mittal Sun Sapphire,1065,2,2,2021-03-13, Hadapsar,18.508934,73.92591019999999
512,Shubhankar CHS,530,1,1,2021-03-13, Tingre Nagar,18.575865,73.8930827
513,Amar Deep,650,2,2,2021-03-13, Hadapsar Gaon,18.4996865,73.9323081
514,Shivam Majestica,623,2,2,2021-03-13, Swami Vivekanand Nagar,25.1244669,75.8098141
515,Giridhar Oasis,1700,3,3,2021-03-13, Thite Nagar,18.5443244,73.9403908
516,Shreeram Lotus,850,2,2,2021-03-13, Lohegaon,18.5944704,73.9275889
517,Majestique City,944,2,2,2021-03-13, Wagholi,18.5807719,73.9787063
518,Fortune East Society,1500,3,3,2021-03-13, Kharadi,18.5538241,73.9476689
519,Goel Ganga Nebula,1700,3,3,2021-03-13, Viman Nagar,18.5679146,73.91434319999999
520,Wadhwani Sai Saheb,1050,2,2,2021-03-13, Pimple Saudagar,18.5986763,73.79783479999999
521,Vihana Apartment Mundhwa,630,1,1,2021-03-13, Mundhwa,18.5330323,73.933003
522,Blueridge,1731,3,3,2021-03-13, Hinjewadi Phase 1,18.5883055,73.73746969999999
523,Saidatta Apartment,700,2,1,2021-03-13, Dighi,18.6148698,73.8729867
524,Ashish Apartment,600,2,1,2021-03-13, Nimbaj Nagar,18.4799559,73.8184344
525,JCD Park,6001,1,1,2021-03-13, Pratik Nagar,18.5657821,73.8832011
526,Malhar Market Apartment,925,2,2,2021-03-13, Hadapsar Gaon,18.4996865,73.9323081
527,33 Keshavkunj,1250,2,2,2021-03-13, Keshav Nagar,18.5323976,73.94406459999999
528,"D-1 2, Raksha lekha society,",995,2,2,2021-03-13, Ganesh Mala,18.4962569,73.8369441
529,Utsav Residency,960,2,2,2021-03-13, Kalubai Nagar,18.5777495,73.9852068
530,Shreeniwas Apartment,730,2,2,2021-03-13, Dattawadi,18.4961383,73.8384476
531,Balajinagar lane.no 2,550,1,1,2021-03-13, Near Stella Maris School,45.3327407,-75.23920729999999
532,Whistling Palms,1100,2,2,2021-03-13, Kaspate Vasti,18.5901745,73.7727908
533,SAI RAJ Residency,580,1,1,2021-03-13, Pimple Gurav,18.5865962,73.8134424
534,KFP Chesterfield,400,1,1,2021-03-13, Dhanori,18.5967587,73.896851
535,KRISHNA CHAITANYA,424,1,1,2021-03-13, Nandini Takle Nagar,18.4995616,73.9622409
536,Rohan Abhilasha,1400,3,3,2021-03-13, Wagholi,18.5807719,73.9787063
537,Vaishnavi Sahil Vighnesh Residency,1104,2,2,2021-03-13, Wakad,18.6010921,73.7641245
538,Bhactgan HSG So,800,2,1,2021-03-13, Gokhale Nagar,18.5291524,73.82708550000001
539,Suyog Nisarg,978,2,2,2021-03-13, Wagholi,18.5807719,73.9787063
540,samrudi complex,450,1,1,2021-03-13, Dhanori,18.5967587,73.896851
541,Vaishnavi Sahil Vighnesh Residency,1104,2,2,2021-03-13, Wakad,18.6010921,73.7641245
542,Gini Bellissimo,690,2,2,2021-03-13, Dhanori,18.5967587,73.896851
543,Heliconia,650,1,1,2021-03-13, Heliconia Magsrpatta City,18.5087476,73.9288959
544,MAHADA COLONY,1000,2,1,2021-03-13, Viman Nagar,18.5679146,73.91434319999999
545,Devi indrayni Society,1110,2,2,2021-03-13, Devi Indrayani Talawade,18.706333,73.7854761
546,Rohan Nilay,875,2,2,2021-03-13, Aundh,18.5601649,73.8031335
547,Mount Vert,1050,2,2,2021-03-13, Aundh,18.5601649,73.8031335
548,Shri Rosewood Park,575,1,1,2021-03-13, Wagholi,18.5807719,73.9787063
549,Aditya Shagun Mall,1800,2,2,2021-03-13, Bavdhan,18.513463,73.76985789999999
550,Rohan Nilay,1100,2,2,2021-03-13, Aundh,18.5601649,73.8031335
551,JD Shubharambh,918,2,2,2021-03-13, Wagholi,18.5807719,73.9787063
552,GK Jarvari,980,2,2,2021-03-13, Pimple Saudagar,18.5986763,73.79783479999999
553,Sai Nagari Society,850,2,1,2021-03-13, Chandan Nagar,22.867114,88.3674381
554,Dreams Aakruti apartment,500,1,1,2021-03-13, Kale Padal,18.4869571,73.9433299
555,Laxmi Township,600,1,2,2021-03-13, Kalas Area,18.5795583,73.873515
556,Kolte Patil Western Avenue,957,2,2,2021-03-13, Wakad,18.6010921,73.7641245
557,Alpine Aura,845,2,2,2021-03-13, Bankar Vasti,18.6710184,73.840436
558,Shyama Heights,800,2,2,2021-03-13, Chinchwad,18.6297811,73.7997094
559,Oxford Florida Watercolor,1158,2,2,2021-03-13, Keshav Nagar,18.5323976,73.94406459999999
560,Monica Corner,540,1,1,2021-03-13, Hadapsar,18.508934,73.92591019999999
561,Bramhacorp F Residences,1575,3,3,2021-03-13, Kalyani Nagar,18.5462313,73.90395099999999
562,Vascon Forest County 2,2020,3,4,2021-03-13, Kharadi,18.5538241,73.9476689
563,Gandhi Bafna Ayaan,660,2,2,2021-03-13, Wagholi,18.5807719,73.9787063
564,Casa7,962,2,2,2021-03-13, Thergaon,18.6142654,73.77507460000001
565,Kalpataru Serenity,980,2,2,2021-03-13, Manjri,18.5234503,73.9853801
566,Sadguru Park,600,1,1,2021-03-13, Katrajnagar,18.4371295,73.8668996
567,Kolte Patil Life Republic,600,1,1,2021-03-13, Hinjewadi,18.5912716,73.73890899999999
568,Shiv Malhar Apartment,570,1,1,2021-03-13, Dhayari,18.4471444,73.8101999
569,Kute Fortune mamurdi,850,2,2,2021-03-13, Mamurdi,18.6736943,73.7181243
570,Jay Jayanti,800,1,1,2021-03-13, Pimple Saudagar,18.5986763,73.79783479999999
571,JAYJAYANTI RESIDANCY,900,1,1,2021-03-13, Pimple Saudagar,18.5986763,73.79783479999999
